input,output
POWER=4 TOUGHNESS=4,MANA={W}{U}{B}{R}{G}
POWER=4 TOUGHNESS=4,MANA={2}{R}{R}{R}
POWER=1 TOUGHNESS=1,MANA={1}{W}
POWER=2 TOUGHNESS=2,MANA={3}{B}
POWER=3 TOUGHNESS=4,MANA={3}{U} // {1}{U}
POWER=5 TOUGHNESS=6,MANA={4}{U}{U}
POWER=2 TOUGHNESS=3,MANA={1}{B}{B}
POWER=4 TOUGHNESS=4,MANA={1}{B}{G}
POWER=4 TOUGHNESS=4,MANA={3}{W}
POWER=1 TOUGHNESS=2,MANA={1}{W}
POWER=3 TOUGHNESS=4,MANA={4}
POWER=2 TOUGHNESS=2,MANA={3}{G}
POWER=1 TOUGHNESS=1,MANA={W}
POWER=2 TOUGHNESS=2,MANA={1}{G}{W}
POWER=3 TOUGHNESS=2,MANA={2}{W}
POWER=2 TOUGHNESS=2,MANA={3}{U} // {1}{U}
POWER=2 TOUGHNESS=3,MANA={3}{B}
POWER=4 TOUGHNESS=3,MANA={3}{B}
POWER=2 TOUGHNESS=2,MANA={1}{G}
POWER=3 TOUGHNESS=2,MANA={3}{U}
POWER=1 TOUGHNESS=3,MANA={2}{G}
POWER=3 TOUGHNESS=6,MANA={4}{G}{G}
POWER=1 TOUGHNESS=1,MANA={W}
POWER=2 TOUGHNESS=2,MANA={2}{G}
POWER=2 TOUGHNESS=2,MANA={1}{G}
POWER=5 TOUGHNESS=5,MANA={5}{U}
POWER=4 TOUGHNESS=1,MANA=
POWER=3 TOUGHNESS=3,MANA={2}{R}{W}
POWER=2 TOUGHNESS=2,MANA={2}{W}
POWER=2 TOUGHNESS=2,MANA={2}{R}
POWER=5 TOUGHNESS=4,MANA={4}{B}
POWER=2 TOUGHNESS=3,MANA={2}{U}
POWER=6 TOUGHNESS=7,MANA={4}{G}{G} // {1}{G}
POWER=2 TOUGHNESS=3,MANA={2}{U}
POWER=1 TOUGHNESS=4,MANA={2}{R}{G}
POWER=1 TOUGHNESS=1,MANA={1}{U}
POWER=2 TOUGHNESS=2,MANA={1}{G/U}{G/U}
POWER=2 TOUGHNESS=1,MANA={1}{B}
POWER=2 TOUGHNESS=2,MANA={2}{W}
POWER=1 TOUGHNESS=1,MANA={1}{G}
POWER=2 TOUGHNESS=1,MANA={1}{W}
POWER=3 TOUGHNESS=3,MANA={3}{R}
POWER=2 TOUGHNESS=2,MANA={2}{U}
POWER=3 TOUGHNESS=3,MANA={3}{B}{B}
POWER=2 TOUGHNESS=1,MANA={1}{U}
POWER=2 TOUGHNESS=2,MANA={3}{B}
POWER=3 TOUGHNESS=3,MANA={2}{G}
POWER=4 TOUGHNESS=4,MANA={1}{W}
POWER=2 TOUGHNESS=4,MANA={2}{U}{B}{R}
POWER=1 TOUGHNESS=2,MANA={1}{B}
POWER=2 TOUGHNESS=4,MANA={2}{W}{U}
POWER=2 TOUGHNESS=2,MANA={U}{B}
POWER=3 TOUGHNESS=4,MANA={3}{U}{U}{U}
POWER=4 TOUGHNESS=4,MANA={4}{G}
POWER=2 TOUGHNESS=2,MANA={1}{W}
POWER=4 TOUGHNESS=4,MANA={5}
POWER=1 TOUGHNESS=2,MANA={2}{G}
POWER=5 TOUGHNESS=5,MANA={3}{G}
POWER=4 TOUGHNESS=5,MANA={4}{G}
POWER=3 TOUGHNESS=3,MANA={3}{R}
POWER=5 TOUGHNESS=5,MANA={5}{G}{G}
POWER=1 TOUGHNESS=1,MANA={1}{U}
POWER=2 TOUGHNESS=1,MANA={1}{B}
POWER=4 TOUGHNESS=4,MANA={G}
POWER=1 TOUGHNESS=3,MANA={W}
POWER=2 TOUGHNESS=3,MANA={2}{G}
POWER=1 TOUGHNESS=1,MANA={G}
POWER=3 TOUGHNESS=3,MANA={2}{W}{U}
POWER=1 TOUGHNESS=4,MANA={2}{B}
POWER=0 TOUGHNESS=4,MANA={1}{U}
POWER=4 TOUGHNESS=2,MANA={1}{R/G}{R/G}
POWER=2 TOUGHNESS=2,MANA={1}{W}{B}
POWER=1 TOUGHNESS=2,MANA={1}{B}
POWER=* TOUGHNESS=*,MANA={1}{G}{G}
POWER=2 TOUGHNESS=1,MANA={1}{R}
POWER=4 TOUGHNESS=4,MANA={2}{U}
POWER=4 TOUGHNESS=7,MANA={4}{W}{W}{W}
POWER=2 TOUGHNESS=2,MANA={1}{W}{W}
POWER=1 TOUGHNESS=2,MANA={U}{B}
POWER=2 TOUGHNESS=1,MANA={1}{U}
POWER=2 TOUGHNESS=6,MANA={3}{W}
POWER=3 TOUGHNESS=4,MANA={3}{U}
POWER=3 TOUGHNESS=4,MANA={2}{G}
POWER=4 TOUGHNESS=3,MANA={3}{B}
POWER=4 TOUGHNESS=6,MANA={5}{B}
POWER=1 TOUGHNESS=2,MANA={1}{U}
POWER=0 TOUGHNESS=3,MANA={1}
POWER=2 TOUGHNESS=4,MANA={4}{U}
POWER=1 TOUGHNESS=3,MANA={2}{U}
POWER=2 TOUGHNESS=2,MANA={3}{R}
POWER=2 TOUGHNESS=1,MANA={1}{G}
POWER=7 TOUGHNESS=7,MANA={5}{W}{W}{W}
POWER=2 TOUGHNESS=2,MANA={2}{W}
POWER=2 TOUGHNESS=2,MANA={W}{W}
POWER=5 TOUGHNESS=5,MANA={3}{W}{W}
POWER=1 TOUGHNESS=1,MANA=
POWER=1 TOUGHNESS=3,MANA={1}{W}{U}
POWER=* TOUGHNESS=*,MANA={3}{G}{G}{G}
POWER=5 TOUGHNESS=5,MANA={4}{B}{B}{B}
POWER=1 TOUGHNESS=2,MANA={1}{U}
POWER=0 TOUGHNESS=3,MANA={U}
POWER=4 TOUGHNESS=6,MANA={4}{G}{G}
POWER=1 TOUGHNESS=1,MANA={1}{R}
POWER=2 TOUGHNESS=1,MANA={1}{W}
POWER=3 TOUGHNESS=3,MANA={3}{R}
POWER=1 TOUGHNESS=1,MANA={R}{G}
POWER=8 TOUGHNESS=5,MANA={5}{G}{G}
POWER=4 TOUGHNESS=4,MANA={2}{W}{W}
POWER=2 TOUGHNESS=2,MANA={2}{W}
POWER=1 TOUGHNESS=3,MANA={2}{U}
POWER=4 TOUGHNESS=3,MANA={4}{U}
POWER=2 TOUGHNESS=2,MANA={3}{B}
POWER=1 TOUGHNESS=3,MANA=
POWER=5 TOUGHNESS=4,MANA={5}{W}{W}
POWER=5 TOUGHNESS=3,MANA={3}{B}{B}
POWER=* TOUGHNESS=*,MANA={1}{G}{G}
POWER=3 TOUGHNESS=3,MANA={3}{G}
POWER=7 TOUGHNESS=6,MANA={3}{G}{G}{G}
POWER=4 TOUGHNESS=3,MANA={4}{G}{G}
POWER=1 TOUGHNESS=1,MANA={R}
POWER=3 TOUGHNESS=2,MANA={2}{U}{B}
POWER=1 TOUGHNESS=1,MANA=
POWER=4 TOUGHNESS=5,MANA={4}{W}{W}
POWER=2 TOUGHNESS=4,MANA={4}{G}
POWER=2 TOUGHNESS=4,MANA={3}{U}
POWER=0 TOUGHNESS=0,MANA={1}{W}
POWER=2 TOUGHNESS=2,MANA={R}{G}
POWER=2 TOUGHNESS=2,MANA=
POWER=4 TOUGHNESS=5,MANA={4}{G}
POWER=* TOUGHNESS=*,MANA={4}{B}{B}{B}
POWER=2 TOUGHNESS=2,MANA={3}{R}
POWER=1 TOUGHNESS=1,MANA={G}
POWER=* TOUGHNESS=*,MANA={6}{U}{U}
POWER=3 TOUGHNESS=3,MANA={2}{W}
POWER=3 TOUGHNESS=3,MANA={4}{W}
POWER=1 TOUGHNESS=1,MANA={2}
POWER=2 TOUGHNESS=1,MANA={1}{U}
POWER=1 TOUGHNESS=1,MANA={1}{U}
POWER=9 TOUGHNESS=9,MANA={6}{W}{W}
POWER=0 TOUGHNESS=1,MANA={B}
POWER=5 TOUGHNESS=5,MANA={4}{G}{G}{G}
POWER=* TOUGHNESS=1,MANA=
POWER=1 TOUGHNESS=2,MANA={R}
POWER=4 TOUGHNESS=1,MANA={2}{B}
POWER=3 TOUGHNESS=2,MANA={2}{W}
POWER=2 TOUGHNESS=2,MANA={G/U}{G/U}
POWER=3 TOUGHNESS=1,MANA={3}{R}
POWER=1 TOUGHNESS=1,MANA={1}{B}
POWER=2 TOUGHNESS=2,MANA={3}{G}
POWER=4 TOUGHNESS=4,MANA={1}{R}{G}{W}{U}
POWER=2 TOUGHNESS=1,MANA={3}{G}{G}
POWER=1 TOUGHNESS=1,MANA={1}{R}
POWER=2 TOUGHNESS=3,MANA={2}{W}
POWER=4 TOUGHNESS=5,MANA={2}{B}{R}
POWER=1 TOUGHNESS=2,MANA={G}{W}
POWER=1 TOUGHNESS=1,MANA={4}{G}
POWER=2 TOUGHNESS=1,MANA={1}{R}
POWER=4 TOUGHNESS=4,MANA={4}{U}
POWER=1 TOUGHNESS=1,MANA={1}{G}
POWER=1 TOUGHNESS=3,MANA={1}{B}
POWER=2 TOUGHNESS=2,MANA={1}{G}{G}
POWER=3 TOUGHNESS=4,MANA={2}{L} // {2}{G}
POWER=3 TOUGHNESS=3,MANA={4}{B}
POWER=2 TOUGHNESS=2,MANA={3}{G}
POWER=4 TOUGHNESS=4,MANA={4}{G}
POWER=2 TOUGHNESS=2,MANA={1}{G}
POWER=2 TOUGHNESS=2,MANA={2}{R}
POWER=1 TOUGHNESS=2,MANA={3}{B}
POWER=1 TOUGHNESS=3,MANA={1}{R}
POWER=2 TOUGHNESS=1,MANA={W}
POWER=3 TOUGHNESS=1,MANA={3}{B}
POWER=2 TOUGHNESS=3,MANA={3}{G}
POWER=3 TOUGHNESS=3,MANA={2}{B}
POWER=2 TOUGHNESS=2,MANA={2}{W}
POWER=1 TOUGHNESS=1,MANA={W}
POWER=3 TOUGHNESS=3,MANA={1}{B}
POWER=2 TOUGHNESS=5,MANA={3}{G}
POWER=5 TOUGHNESS=5,MANA={7}
POWER=2 TOUGHNESS=2,MANA={1}{R}{G}
POWER=4 TOUGHNESS=3,MANA={1}{U}{R}{W}
POWER=1 TOUGHNESS=2,MANA={W}
POWER=0 TOUGHNESS=8,MANA=
POWER=5 TOUGHNESS=5,MANA={4}{G}
POWER=6 TOUGHNESS=5,MANA={4}{G}{G}
POWER=2 TOUGHNESS=3,MANA={1}{B}
POWER=2 TOUGHNESS=2,MANA={1}{W}
POWER=0 TOUGHNESS=0,MANA=
POWER=* TOUGHNESS=*,MANA=
POWER=4 TOUGHNESS=3,MANA={2}{G}{G}
POWER=3 TOUGHNESS=4,MANA={3}{B}{G}
POWER=2 TOUGHNESS=2,MANA={1}{B}
POWER=3 TOUGHNESS=3,MANA=
POWER=2 TOUGHNESS=2,MANA={B}{R}
POWER=1 TOUGHNESS=1,MANA={1}{G}
POWER=1 TOUGHNESS=1,MANA={B}{B}
POWER=3 TOUGHNESS=5,MANA={3}{W}
POWER=3 TOUGHNESS=4,MANA={2}{R}{G}
POWER=+4 TOUGHNESS=+4,MANA=
POWER=0 TOUGHNESS=0,MANA={1}{G}{U}
POWER=2 TOUGHNESS=2,MANA={1}{W}
POWER=1 TOUGHNESS=1,MANA={1}{R}
POWER=2 TOUGHNESS=4,MANA={3}{U}
POWER=2 TOUGHNESS=2,MANA={3}{W}{W}
POWER=2 TOUGHNESS=4,MANA={1}{R}{R}{R}
POWER=7 TOUGHNESS=6,MANA={4}{G}{G}
POWER=5 TOUGHNESS=4,MANA={4}{G}
POWER=3 TOUGHNESS=3,MANA={1}{W}{U}
POWER=6 TOUGHNESS=6,MANA={4}{R}{R}{R}
POWER=2 TOUGHNESS=2,MANA={2}{G}
POWER=3 TOUGHNESS=1,MANA={2}{W}
POWER=4 TOUGHNESS=4,MANA=
POWER=3 TOUGHNESS=1,MANA={2}{B}
POWER=5 TOUGHNESS=5,MANA={5}{G}{G}{G}
POWER=1 TOUGHNESS=1,MANA={G}
POWER=1 TOUGHNESS=1,MANA={2}{R}{R}
POWER=4 TOUGHNESS=3,MANA={3}{W}{W}
POWER=1 TOUGHNESS=4,MANA={2}{W}
POWER=2 TOUGHNESS=3,MANA={3}{R}
POWER=4 TOUGHNESS=3,MANA={2}{R}
POWER=1 TOUGHNESS=1,MANA={1}{U}{U}
POWER=2 TOUGHNESS=2,MANA={G}{W}
POWER=4 TOUGHNESS=4,MANA={2}{G}{G}
POWER=1 TOUGHNESS=1,MANA={1}{U}
POWER=2 TOUGHNESS=2,MANA={1}{G}
POWER=7 TOUGHNESS=7,MANA={4}{G}{G}
POWER=3 TOUGHNESS=2,MANA={3}
POWER=0 TOUGHNESS=3,MANA={3}{U}{B}
POWER=2 TOUGHNESS=5,MANA={3}{U}
POWER=4 TOUGHNESS=4,MANA={4}{B}
POWER=2 TOUGHNESS=4,MANA={2}{U} // {X}{U}{U}
POWER=2 TOUGHNESS=2,MANA={1}{G}
POWER=2 TOUGHNESS=2,MANA={2}{W}
POWER=2 TOUGHNESS=3,MANA={1}{B}{G}
POWER=3 TOUGHNESS=5,MANA={3}{U}{U}
POWER=2 TOUGHNESS=2,MANA={2}{B}
POWER=1 TOUGHNESS=1,MANA={R}
POWER=3 TOUGHNESS=3,MANA={3}{R}
POWER=2 TOUGHNESS=3,MANA={2}{U}
POWER=3 TOUGHNESS=2,MANA={3}{U}
POWER=1 TOUGHNESS=2,MANA={4}{W}
POWER=3 TOUGHNESS=3,MANA={4}{U}
POWER=1 TOUGHNESS=3,MANA={1}{U}
POWER=4 TOUGHNESS=4,MANA={1}{U}{U}
POWER=6 TOUGHNESS=6,MANA={3}{G}{W}{U}
POWER=2 TOUGHNESS=1,MANA={1}{B}
POWER=1 TOUGHNESS=1,MANA={W}
POWER=1 TOUGHNESS=1,MANA={1}{W}
POWER=6 TOUGHNESS=6,MANA={4}{B}{B}{B}
POWER=7 TOUGHNESS=7,MANA=
POWER=7 TOUGHNESS=7,MANA={5}{G}{G}
POWER=1 TOUGHNESS=1,MANA={4}{U}{U}
POWER=4 TOUGHNESS=4,MANA={5}{R}{G}
POWER=1 TOUGHNESS=2,MANA={R}{R}
POWER=3 TOUGHNESS=5,MANA={4}{W}
POWER=2 TOUGHNESS=1,MANA={B}{B}
POWER=2 TOUGHNESS=5,MANA={3}{U}
POWER=2 TOUGHNESS=2,MANA={3}{R}{W}{B}
POWER=2 TOUGHNESS=2,MANA={1}{R}{R}
POWER=0 TOUGHNESS=4,MANA={4}
POWER=5 TOUGHNESS=5,MANA={7}
POWER=3 TOUGHNESS=3,MANA={4}{W}
POWER=7 TOUGHNESS=4,MANA={5}{R}
POWER=1 TOUGHNESS=1,MANA={1}{G}
POWER=2 TOUGHNESS=4,MANA={1}{U}{R}
POWER=2 TOUGHNESS=2,MANA={G}{U}
POWER=* TOUGHNESS=*,MANA={3}{G}{G}{G}
POWER=1 TOUGHNESS=1,MANA={1}{G}
POWER=3 TOUGHNESS=3,MANA={3}{W}{W}
POWER=2 TOUGHNESS=2,MANA={1}{U}{R}
POWER=2 TOUGHNESS=2,MANA={1}{W}
POWER=0 TOUGHNESS=2,MANA={1}{R}
POWER=2 TOUGHNESS=1,MANA={2}{B}
POWER=3 TOUGHNESS=3,MANA={1}{G}{U}
POWER=3 TOUGHNESS=3,MANA={2}{G}
POWER=2 TOUGHNESS=2,MANA={2}{G}
POWER=3 TOUGHNESS=3,MANA={2}{G}
POWER=1 TOUGHNESS=2,MANA={2}{W}
POWER=6 TOUGHNESS=6,MANA={3}{R}{R}
POWER=3 TOUGHNESS=2,MANA={3}{R}
POWER=1 TOUGHNESS=2,MANA={1}{W}
POWER=4 TOUGHNESS=5,MANA={2}{U}{R}{W}
POWER=1 TOUGHNESS=3,MANA={1}{W}{W}
POWER=6 TOUGHNESS=7,MANA={1}{B}{R}{G}
POWER=3 TOUGHNESS=3,MANA={4}{B}
POWER=2 TOUGHNESS=1,MANA={1}{B}
POWER=1 TOUGHNESS=1,MANA={1}{G}
POWER=4 TOUGHNESS=4,MANA={4}{W}{W}{W}
POWER=2 TOUGHNESS=2,MANA=
POWER=2 TOUGHNESS=3,MANA={3}{U}
POWER=6 TOUGHNESS=6,MANA={4}{G}{U}
POWER=1 TOUGHNESS=1,MANA=
POWER=2 TOUGHNESS=3,MANA={3}{U}
POWER=2 TOUGHNESS=5,MANA={4}{W}
POWER=6 TOUGHNESS=4,MANA={5}{R}{R}
POWER=1 TOUGHNESS=2,MANA={G}
POWER=2 TOUGHNESS=2,MANA={2}{U}
POWER=1 TOUGHNESS=1,MANA=
POWER=1 TOUGHNESS=3,MANA={1}{B}
POWER=1 TOUGHNESS=4,MANA={2}{W}{W}
POWER=1 TOUGHNESS=1,MANA={1}{U}
POWER=2 TOUGHNESS=3,MANA={1}{U}{U}
POWER=1 TOUGHNESS=1,MANA={1}{B}
POWER=3 TOUGHNESS=3,MANA={3}{R}
POWER=5 TOUGHNESS=3,MANA={2}{R}{G}{W}
POWER=4 TOUGHNESS=4,MANA={4}{B}{B}
POWER=1 TOUGHNESS=2,MANA={1}{U}
POWER=4 TOUGHNESS=4,MANA={1}{R}{G}
POWER=0 TOUGHNESS=0,MANA={3}{U}
POWER=10 TOUGHNESS=10,MANA={8}{C/P}{C/P}
POWER=4 TOUGHNESS=4,MANA={3}{B}{B}
POWER=0 TOUGHNESS=1,MANA={W}
POWER=3 TOUGHNESS=3,MANA={3}{U}{U}
POWER=1 TOUGHNESS=1,MANA={3}{W}
POWER=2 TOUGHNESS=1,MANA={1}{U}
POWER=1 TOUGHNESS=1,MANA={R}
POWER=3 TOUGHNESS=3,MANA={2}{R}
POWER=5 TOUGHNESS=5,MANA={2}{U}{B}{R}
POWER=1 TOUGHNESS=1,MANA={2}{U}
POWER=2 TOUGHNESS=1,MANA={1}{R}
POWER=1 TOUGHNESS=1,MANA={1}{W}
POWER=2 TOUGHNESS=2,MANA={3}{W}
POWER=4 TOUGHNESS=4,MANA={2}{G}{G}
POWER=2 TOUGHNESS=2,MANA={2}{R}
POWER=3 TOUGHNESS=2,MANA={1}{W}{W}
POWER=1 TOUGHNESS=1,MANA=
POWER=2 TOUGHNESS=1,MANA={1}{W}
POWER=0 TOUGHNESS=5,MANA={2}{R}
POWER=1 TOUGHNESS=1,MANA={1}{U}
POWER=1 TOUGHNESS=1,MANA=
POWER=7 TOUGHNESS=7,MANA={5}{G}{G}
POWER=5 TOUGHNESS=1,MANA={4}{R}
POWER=3 TOUGHNESS=3,MANA={3}{W}{W}
POWER=0 TOUGHNESS=0,MANA={1}{G}
POWER=3 TOUGHNESS=3,MANA={2}{R}{G}
POWER=2 TOUGHNESS=3,MANA={1}{W}
POWER=5 TOUGHNESS=5,MANA={3}{G}
POWER=2 TOUGHNESS=2,MANA={2}{R}
POWER=1 TOUGHNESS=1,MANA=
POWER=2 TOUGHNESS=2,MANA={1}{B}
POWER=5 TOUGHNESS=3,MANA={3}{B}{B}
POWER=1 TOUGHNESS=1,MANA={1}{U}
POWER=1 TOUGHNESS=1,MANA={2}{B}
POWER=1 TOUGHNESS=1,MANA={3}{G}
POWER=8 TOUGHNESS=8,MANA={6}{G}{G}{G}
POWER=1 TOUGHNESS=2,MANA={R}
POWER=4 TOUGHNESS=3,MANA={4}
POWER=1 TOUGHNESS=1,MANA={2}{U}
POWER=2 TOUGHNESS=2,MANA={3}{B}
POWER=4 TOUGHNESS=4,MANA={4}{G}
POWER=1 TOUGHNESS=3,MANA={U}
POWER=3 TOUGHNESS=3,MANA={4}{B}{B}
POWER=0 TOUGHNESS=2,MANA={U}
POWER=2 TOUGHNESS=2,MANA={2}{R}
POWER=1 TOUGHNESS=3,MANA={2}{U}
POWER=2 TOUGHNESS=2,MANA={3}{W}
POWER=4 TOUGHNESS=2,MANA={3}{R}
POWER=4 TOUGHNESS=4,MANA={1}{R}{W}{B}
POWER=4 TOUGHNESS=4,MANA={2}{R}{W}
POWER=2 TOUGHNESS=2,MANA={1}{W}
POWER=4 TOUGHNESS=4,MANA={6}
POWER=2 TOUGHNESS=2,MANA={W}{W}
POWER=3 TOUGHNESS=3,MANA={1}{U}
POWER=4 TOUGHNESS=4,MANA={3}{G}
POWER=1 TOUGHNESS=3,MANA={1}{U}{R}
POWER=1 TOUGHNESS=1,MANA={B}
POWER=2 TOUGHNESS=4,MANA={3}{W}
POWER=2 TOUGHNESS=3,MANA={W}{B}
POWER=1 TOUGHNESS=1,MANA={2}{G}
POWER=3 TOUGHNESS=2,MANA={5}{B}
POWER=0 TOUGHNESS=3,MANA={4}{G}{G}
POWER=2 TOUGHNESS=1,MANA={2}{R}
POWER=3 TOUGHNESS=3,MANA={3}{W}
POWER=0 TOUGHNESS=6,MANA={2}{R}
POWER=4 TOUGHNESS=4,MANA={4}{G}{G}
POWER=7 TOUGHNESS=7,MANA={2}{G}{G}{W}{W}{U}{U}
POWER=2 TOUGHNESS=2,MANA={1}{R}{R}
POWER=1 TOUGHNESS=1,MANA={2}{R}
POWER=4 TOUGHNESS=4,MANA={4}{U}{U}
POWER=3 TOUGHNESS=3,MANA={1}{U}
POWER=1 TOUGHNESS=1,MANA={1}{B}
POWER=4 TOUGHNESS=4,MANA={3}{G}{G}
POWER=9 TOUGHNESS=9,MANA={6}{U}{U}{U}
POWER=1 TOUGHNESS=1,MANA={W}
POWER=3 TOUGHNESS=1,MANA={3}{U}
POWER=3 TOUGHNESS=2,MANA={2}{B}
POWER=3 TOUGHNESS=3,MANA={2}{U}{U}
POWER=3 TOUGHNESS=3,MANA={3}{G}
POWER=1 TOUGHNESS=4,MANA={2}{U}
POWER=2 TOUGHNESS=2,MANA={3}{G}
POWER=2 TOUGHNESS=2,MANA={3}{U}
POWER=2 TOUGHNESS=2,MANA={2}{B}
POWER=3 TOUGHNESS=3,MANA={3}{R}{R}
POWER=3 TOUGHNESS=1,MANA={1}{W}
POWER=0 TOUGHNESS=1,MANA={1}{U}{U}
POWER=4 TOUGHNESS=5,MANA={4}{B}
POWER=3 TOUGHNESS=3,MANA={1}{B}{B}
POWER=3 TOUGHNESS=3,MANA={2}{R}
POWER=3 TOUGHNESS=4,MANA={3}{G}
POWER=2 TOUGHNESS=3,MANA={1}{R}{R}
POWER=2 TOUGHNESS=2,MANA={1}{R}{W}
POWER=9 TOUGHNESS=9,MANA={5}{B}{B}{B}
POWER=2 TOUGHNESS=1,MANA={3}{B}
POWER=4 TOUGHNESS=4,MANA={3}{W}{U}
POWER=2 TOUGHNESS=2,MANA={1}{U}{U}
POWER=4 TOUGHNESS=4,MANA={5}
POWER=6 TOUGHNESS=6,MANA={5}{R}
POWER=8 TOUGHNESS=4,MANA={6}{B}
POWER=3 TOUGHNESS=3,MANA={3}{B}
POWER=2 TOUGHNESS=3,MANA={W}
POWER=3 TOUGHNESS=4,MANA={3}{W}
POWER=1 TOUGHNESS=1,MANA={G}
POWER=7 TOUGHNESS=2,MANA={6}{R}
POWER=0 TOUGHNESS=2,MANA={1}{W}{W}
POWER=3 TOUGHNESS=3,MANA={3}{B}{R}
POWER=5 TOUGHNESS=3,MANA={2}{R}{R}
POWER=8 TOUGHNESS=8,MANA={4}{G}{G}
POWER=5 TOUGHNESS=5,MANA={4}{W}{W}
POWER=0 TOUGHNESS=2,MANA={2}{R}
POWER=4 TOUGHNESS=4,MANA={5}
POWER=2 TOUGHNESS=2,MANA={4}
POWER=3 TOUGHNESS=3,MANA={3}{G}
POWER=2 TOUGHNESS=2,MANA={1}{W}
POWER=2 TOUGHNESS=4,MANA={2}{R}{W}
POWER=1 TOUGHNESS=4,MANA={1}{B}{G}
POWER=4 TOUGHNESS=4,MANA={1}{R}{G}{W}
POWER=2 TOUGHNESS=2,MANA={2}{R}
POWER=* TOUGHNESS=4,MANA={3}{U}{U}
POWER=3 TOUGHNESS=3,MANA={2}{W/B}{W/B}
POWER=4 TOUGHNESS=4,MANA={4}
POWER=4 TOUGHNESS=4,MANA={4}{G}
POWER=6 TOUGHNESS=6,MANA={4}{G}
POWER=4 TOUGHNESS=5,MANA={3}{W}{U}
POWER=3 TOUGHNESS=2,MANA={1}{B}{G}
POWER=1 TOUGHNESS=1,MANA={W}
POWER=3 TOUGHNESS=1,MANA={1}{W}
POWER=4 TOUGHNESS=4,MANA={5}
POWER=3 TOUGHNESS=1,MANA={3}{R}
POWER=1 TOUGHNESS=3,MANA={2}{G}
POWER=2 TOUGHNESS=2,MANA=
POWER=3 TOUGHNESS=2,MANA={2}{B}
POWER=2 TOUGHNESS=2,MANA={2}{U}
POWER=1 TOUGHNESS=4,MANA={2}{B}
POWER=* TOUGHNESS=*,MANA={G}{G}{G}{G}{G}{G}
POWER=6 TOUGHNESS=6,MANA=
POWER=3 TOUGHNESS=3,MANA={3}{B}{B}
POWER=1 TOUGHNESS=8,MANA={1}{W}
POWER=1 TOUGHNESS=1,MANA={W}
POWER=1 TOUGHNESS=1,MANA={1}{R}
POWER=2 TOUGHNESS=4,MANA={3}{R}
POWER=1 TOUGHNESS=1,MANA={B/G}
POWER=2 TOUGHNESS=3,MANA={2}{R}
POWER=4 TOUGHNESS=4,MANA={4}
POWER=2 TOUGHNESS=2,MANA={2}{R}
POWER=2 TOUGHNESS=2,MANA={G/W}{G/W}
POWER=4 TOUGHNESS=2,MANA={2}{G}
POWER=2 TOUGHNESS=2,MANA={2}{U}
POWER=1 TOUGHNESS=1,MANA={U}
POWER=2 TOUGHNESS=2,MANA={2}{B}
POWER=3 TOUGHNESS=2,MANA={1}{B}
POWER=4 TOUGHNESS=5,MANA={5}{U}
POWER=3 TOUGHNESS=3,MANA={2}{R}{R}
POWER=2 TOUGHNESS=3,MANA={2}{B}
POWER=1 TOUGHNESS=1,MANA={1}{W}
POWER=6 TOUGHNESS=4,MANA={4}{R/G}{R/G}
POWER=2 TOUGHNESS=3,MANA={2}{G}
POWER=5 TOUGHNESS=7,MANA={5}{G}
POWER=1 TOUGHNESS=2,MANA={2}{W}
POWER=3 TOUGHNESS=3,MANA={3}{W}
POWER=3 TOUGHNESS=2,MANA={2}{G}
POWER=1 TOUGHNESS=1,MANA={R}
POWER=1 TOUGHNESS=1,MANA={1}{R}
POWER=1 TOUGHNESS=4,MANA={2}{B}
POWER=3 TOUGHNESS=2,MANA={R}{G}
POWER=4 TOUGHNESS=4,MANA={5}{U}
POWER=1 TOUGHNESS=4,MANA={2}{R}
POWER=15 TOUGHNESS=15,MANA={15}
POWER=6 TOUGHNESS=6,MANA={2}{B}{B}
POWER=4 TOUGHNESS=4,MANA={5}{B}{G}
POWER=0 TOUGHNESS=1,MANA={W}
POWER=4 TOUGHNESS=4,MANA={3}{W}
POWER=1 TOUGHNESS=2,MANA={2}{R}
POWER=5 TOUGHNESS=4,MANA={5}{R}
POWER=4 TOUGHNESS=4,MANA={6}
POWER=3 TOUGHNESS=3,MANA={2}{R}{W}
POWER=1 TOUGHNESS=1,MANA={2}{G}{G}
POWER=1 TOUGHNESS=1,MANA={1}{W}
POWER=3 TOUGHNESS=2,MANA={1}{B}{R}
POWER=2 TOUGHNESS=1,MANA={2}{U}
POWER=0 TOUGHNESS=2,MANA={1}{U}{U}
POWER=6 TOUGHNESS=6,MANA={3}{B}{B}{B}
POWER=2 TOUGHNESS=4,MANA={3}{W}
POWER=4 TOUGHNESS=5,MANA={3}{U}{B}{R}
POWER=2 TOUGHNESS=4,MANA={2}{G}
POWER=3 TOUGHNESS=4,MANA={2}{W}{W}
POWER=1 TOUGHNESS=1,MANA={2}{G}
POWER=1 TOUGHNESS=1,MANA={3}{G}
POWER=4 TOUGHNESS=2,MANA={3}{R}{G}{W}
POWER=2 TOUGHNESS=1,MANA={1}{R}
POWER=1 TOUGHNESS=4,MANA={2}{G}
POWER=1 TOUGHNESS=4,MANA={3}
POWER=3 TOUGHNESS=1,MANA={2}{B}
POWER=2 TOUGHNESS=2,MANA={2}{G}
POWER=4 TOUGHNESS=4,MANA={5}{B}
POWER=0 TOUGHNESS=6,MANA={4}
